run_number,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18,parameter_19,label
84,82.68233098377462,78.8848473306379,95.16735988500595,82.52161998097877,94.97156423064912,91.21604302056679,75.67969666984351,64.4297383616679,73.53349601050664,83.07418340233484,92.36299287433077,84.56218081032009,65.67723676753639,73.790438544913,82.9413811603584,71.97907358360591,80.40255291249369,82.342996217727,88.01146608688629,86.62479997368126,1
85,76.6392985331785,79.566890559665,85.97326478141134,66.65916698217062,55.636015178960456,63.11316739252078,88.57966620137094,76.26000176230062,89.80632894645392,98.08906838298807,80.46165986093388,85.29727212433112,74.57823517158046,75.80776819968057,95.07069779356384,90.29251841770711,88.50957640460209,93.0814260383472,85.18797507893802,92.53196341452379,1
86,70.40234694074992,81.40779425291807,40.10190522987283,72.7646312231546,83.72713544820513,93.23965367906712,82.33578190150024,84.54145058093077,80.91554309668304,90.24894370481674,82.2605871800805,95.19799679359501,80.32985583745725,91.8444761715934,84.65250481103811,79.0381878122722,82.82635310035093,90.75759323695165,91.74183030351229,86.16695404216078,0
87,80.2172304540499,81.99323974340925,76.31350531040361,90.3954483115953,86.94441940089493,92.52197602576963,82.8581473392063,83.3704552800667,72.70543815885623,80.92276404098078,83.99072006714496,91.13876054378821,82.06527203926926,87.74017756061306,79.10616726442042,73.91939900287667,70.71361001555447,66.84629979155132,71.61059740665644,82.43580645782906,0
88,58.888954691071824,56.75589625801647,64.7054481848336,64.4718823026223,62.84395310748069,51.37391387580163,68.06034181484767,58.90969117419267,69.89239425259898,77.14433062071791,72.4191618378021,61.578314855307006,58.43285081146698,54.06424093091632,79.06772210281775,63.312024602359784,76.5923963610563,80.57010688063427,57.89455779789528,46.87439558271079,0
89,67.5186660053215,52.63194677183076,71.86671623360934,69.50255608713556,64.41326626088265,64.39466882194024,55.680582015155714,59.397706825209404,60.943189137926026,79.88785327235253,81.45857886714825,78.15280164067678,63.4815634723077,72.88584902434442,40.79584405629847,65.64216325136584,52.5490686006361,68.37912798714628,74.31983800840507,71.42137439202773,0
90,70.59907337439671,66.60769771438817,66.50602769962501,84.32739260595699,85.11576734290054,88.17999853248794,74.24621472710568,70.54500953150236,74.09253251378514,71.29763646960875,71.85644922557758,75.88112160089047,64.35356825110533,74.38178683845766,75.18559824894106,69.34247850512085,74.38958807437804,75.58439006953908,60.353177129608966,79.9730054184828,0
91,81.84551867821962,78.83289639915961,69.78811055431643,78.41621343999704,96.29129231690467,100.26898781809824,74.14900979116234,93.08735013762926,100.61743942282108,87.39326818089936,81.98571707141825,90.9240452725704,79.08495246430294,77.15447494840149,76.98386002225209,80.10395243066996,72.23262565303548,64.95642695526713,90.7159993219273,72.32688202078123,0
92,87.49228628607689,81.10191152862001,87.68831496447505,74.41036059126921,73.75824103823223,82.14695769889629,88.4342897793496,75.78169198053811,82.6396301324303,79.76725113975112,84.8264399991549,80.06985308392109,75.55875428889884,74.83693557028509,85.96555675444151,81.51383693927042,85.6052120811262,82.7328892660889,73.31755255772505,75.00312963902057,0
93,71.87742413274556,81.85592005702915,62.582995683900286,83.68885646080678,69.44550628516855,66.63611140871042,76.20168636919202,77.32167773540802,73.41396054906085,72.85923258592084,76.06266716148886,84.48868296821782,82.765786573031,71.0842205920362,68.98588349552624,86.66697033924422,70.68718291280919,63.73512697088307,81.66116459216515,82.83139514539856,0
94,66.60703636562025,62.56889445254654,64.78769922752119,88.91949612801213,89.71717392995298,95.14936283563931,67.83155176437955,75.62038470421412,76.22771129669655,77.50738410035063,71.39824828427916,71.79916215027204,76.23490551180339,76.31835535428087,69.43522300438313,72.18739710511525,76.64389124290568,63.194934518664816,59.51817586917389,63.30994272048022,0
95,61.34931124037584,66.92050747954289,62.20068991634453,64.74641994998646,60.65226454615966,61.74568170975056,46.305254841968534,60.7412479848032,56.791275817678674,51.0065829500521,56.80416226245207,66.07367811393806,52.951967924952314,47.25697454591359,61.18981284993725,65.00399930699689,58.430990209544795,56.561610160058784,46.92635113508379,54.376167450845365,0
96,60.94624069673919,69.95876522272373,55.156144179510314,64.6867877999727,59.04390847952957,54.781106669932186,67.72887800827132,58.8720020723019,67.89973846714875,65.43430185694308,81.57839997923814,81.80281422624344,85.53443875785402,80.28970463873226,69.54516682097142,54.134290118926536,65.88515258972106,57.092481226989314,78.41237597509217,76.72039198583218,0
97,76.91724837631317,77.88508740779517,78.47047950098545,85.78584209674047,81.93987534981713,87.85995090616119,70.19175001202349,76.80886149297763,81.45101401910473,65.91541237699346,68.59943083957009,83.11265257887565,79.2141926479096,83.08337752984572,72.71060570358706,70.84218625545913,62.155430099270866,60.47402095571467,72.17538815491585,72.15966888438402,0
98,65.78756006023433,68.07220563327418,56.959276229303754,71.50465493391435,60.81311631693957,51.7271226305628,58.194570365142184,67.74338737702017,65.86663526841761,59.07069679106944,64.73764510650156,72.34359978532642,69.18733923937323,67.54741354915662,39.99218159453821,30.735578140812787,37.31666296766443,41.445997925577224,84.91526411864537,79.14396621337151,0
99,77.70581078337695,69.4511449700579,76.0038562739822,96.30097419808568,89.36272951315168,94.83525400083008,85.26343024233933,79.55403616663416,91.02775895728828,84.10942951329437,82.29631570684415,81.31169339965852,81.67643964531705,84.83297010192672,81.00476268289701,78.322121052222,84.68126169216566,93.0598961507203,60.81372942750185,83.82514391785935,0
100,70.65609716188277,35.943235561240655,60.777832768832454,74.88540326077445,46.047333559869976,61.44940896249476,65.42215707710359,48.525633765259066,61.063385921423595,51.928859002371674,58.774106593084184,69.10737748051919,64.18839112179701,58.95210269051115,65.8685359632494,53.731127214774816,62.892053109526536,68.03791728618926,87.2694449144561,61.32991476231065,0
101,65.0710674883177,43.29788757272237,61.87815776087189,76.24596727987662,44.485707177356645,60.215544674172676,64.38221653604876,59.71035726624018,54.42664524280664,53.131404487402534,61.13231558814539,77.47223957746729,70.94214741005213,56.25961999964833,62.42724065831602,52.72493283130302,65.47678245780186,63.83416835537743,91.50960640957823,56.2284909453015,0
102,81.5422944040847,78.43589934380778,83.22921088493257,85.9325242183649,78.75261578298219,75.52196295741201,87.49416413698293,79.88372961369187,86.38131411421766,87.82115860365717,85.13548883494329,92.3203392812183,86.69210792918825,88.5877042640007,78.89149742152439,83.39296804795424,77.48889157740241,77.1463314050037,82.30173858622958,88.53771523474113,0
103,84.88686241775859,84.67971469471391,87.48494660266887,82.4897967016132,75.3966791863517,65.91334061130317,78.94759503169729,92.16772053565228,83.20014095897344,79.6471496462488,78.18369098995012,87.19251429556374,91.44866470979872,93.57767580087642,80.340203525981,85.20975862963941,84.96989665223056,77.56898965123472,85.84995363427792,96.11547400551432,1
104,72.56791731248622,82.76748257746142,79.77825598142074,83.49382234416156,84.7343447068519,84.24222449615225,89.27046850620606,80.29653070299138,94.72054814504077,84.64422782651658,89.96411761102165,92.53691213285772,90.64331111787548,81.6171323219203,77.88887304953805,90.89779478565187,82.92701182272387,84.70749949817458,89.37031960890059,89.16115506776016,0
105,49.809850944649384,45.01452557982936,47.01630290524357,66.69694065000324,65.32162481654052,69.37292420091416,45.5311371929163,66.17541429660622,54.759371753453436,57.69675356378475,58.037116466014176,66.48754702051863,56.72869268894931,60.501364609091866,44.32278527225256,61.12744873055266,38.768936684770075,48.80417161190655,41.7388637663175,46.18559689065248,0
106,60.28941233989337,62.016097811313,58.978388450450794,54.162962118888,47.88272380899433,47.824050410213225,48.355534189803436,48.50189396536376,59.768523483589135,55.73434292040122,62.46377187841289,57.88779348757985,57.35616729354753,56.18996169700405,63.717910956557816,59.253301850419604,49.14923365990346,60.61660271673403,48.89649130677419,61.07225730569004,0
107,60.44995043176917,68.43687066037856,56.63623747946969,57.51768607550079,46.06902589577457,47.604659691657936,44.029873433645065,44.595661455569314,57.4620607190892,55.75447590143507,64.25446855976662,56.05400954152445,60.91540170978946,53.01215922460955,64.21175004701976,61.78844332255985,51.28325925190342,55.344209613146475,47.273280378252366,62.79515767698928,0
108,77.4749101479524,81.50446594755702,80.53846981822824,74.78185985661939,77.56384264974713,80.71738151671934,78.1941192734386,79.5558133916123,85.42202823257244,83.1771259685002,82.59852953742602,87.63609816166344,82.59397986932629,75.16922744533524,87.865759809144,80.68310201138485,92.10077466560568,83.72110125867334,88.07101988147016,80.16024968187595,0
109,73.84034575416189,87.46827862210384,82.60744170963669,82.09220042332669,84.13938522007697,81.00164107528447,89.80718250866869,79.20016647244594,87.38427219637123,83.12899657694231,94.28830157540486,87.6466930721986,90.18450299381466,85.9832344862496,82.67538516092225,92.50183765487336,92.55831356984983,83.83135686698651,63.544024076312894,90.74930589450096,0
110,54.126481677781584,39.25159313053348,47.75645712101354,65.10196994405857,62.1413006013232,64.64435816938125,47.44793658312121,57.3266077802045,61.16276208532799,56.63822462259461,55.90310464164134,59.12716243287797,52.551202129705295,61.37465596607828,46.96231298049568,68.09084986547884,41.66190866276033,50.579087733931715,45.66549225324405,53.422185890622025,0
111,81.9126089503442,72.82124977311487,65.72999085744067,91.94745325960828,87.62848567298157,80.1668241638326,82.05159166346677,84.02470189532734,81.56539360383114,77.28146172220772,77.83350161655083,86.50653771335325,76.3984571949943,75.20833952027921,87.18633320093788,72.46884242795397,84.02930113061741,77.48635420265292,76.16506974172812,73.35583440203003,0
112,80.03579699489848,92.77270525495041,82.25896182580445,62.2170526251861,50.41323748200696,53.03269919164946,82.8335855485694,84.21762297745157,83.74417740930471,87.771804330992,89.07228433681497,80.52842569824926,85.57859894644406,89.99137615953438,88.55781586562372,90.13344054203738,88.4846803377182,73.49368873968916,81.45406877789256,90.49614924310622,0
113,71.89695059098189,75.22247954767931,65.17022029039856,82.30792128638336,91.69155951204249,78.77047688391646,85.97896120329882,81.7076412537094,84.42141006535806,71.24673981910344,80.39702317222702,79.45929274839575,74.62271766651985,57.02589895349967,78.85218121158769,77.97657805564705,80.72298246226595,59.079025502492854,89.05713113292236,68.23509906897102,0
114,71.0579905866696,71.46675484421276,66.3158383765235,71.90187507224644,60.90690754634617,68.36854779809977,70.35151165106258,60.209438183256566,69.12078761593098,71.6213866362358,77.39425530789016,64.66183332914277,61.2784664171716,65.31718197484311,52.0573521049362,44.41977771471701,55.072037705417735,54.44420379780185,79.8107161188457,69.38732702599238,0
115,67.12936561795428,63.565683218491344,64.6518033759657,82.00582182107175,87.28487797415613,80.64241869156331,82.28960072243076,70.20921113829928,77.63910878175061,76.41452830169143,77.46133852185689,63.75982958040019,71.03830443449385,64.97571343382322,83.50371746938335,74.24628025300541,86.15741611461605,77.75093191267358,58.99878043367852,67.77369152996866,0
116,66.37971952165054,59.5774358131185,71.10545233474467,75.12105285181379,78.4023503753459,74.79957095309172,82.77204284518682,72.7615952783769,74.0374829241034,81.18351638105871,73.52689314388266,72.90646708202,69.58737327853105,65.61433895132079,84.56720920754994,70.25969242885472,83.50019527124476,84.55648742444271,55.01494599000486,66.3098548970393,0
117,60.557220517736575,50.68673439318302,58.95333564982973,70.66229027076594,67.09930862189825,63.665968009996355,71.51147315576071,63.8356365257609,85.63448630713874,77.17067670148617,80.17171765736664,78.57417275136085,71.50393062265087,78.04258292576303,85.86695473716752,71.57287070328832,87.76764050487715,66.54920991658365,70.90543105685231,72.63946208020074,0
118,66.88702922304101,65.69608174171579,59.82657097153001,85.41109761875221,72.53280306020845,76.71441444194647,74.67386429274673,80.47618795373047,73.05295559503843,65.18948023473725,78.49766392902583,82.67193823771214,67.5637524317175,64.26327756869871,81.46018795733593,66.57190140136794,79.53409160147439,73.55560450829623,72.05913226352081,64.74888031188921,0
119,75.98614572052603,69.21634471076496,74.41124621180464,89.7447472744078,96.56778958722158,92.3329986550567,65.09188524421374,83.97265186972528,67.98055088953345,66.19020490870642,64.46062334681287,76.9802046569811,83.24984465239513,80.79546544008798,66.74261351881721,69.29583939878076,64.76640663552561,67.39474579507551,45.68675500179445,71.2540942588279,0
120,72.18602542098505,79.89684859013393,67.97132305943066,93.98759874272592,87.57349503470475,83.2191203140999,74.11833977547815,84.48354972450763,88.91101479119337,83.55947364398163,85.97256444562012,81.71099108681477,85.52132998249066,89.03578494735079,75.41845834303777,70.61632577153776,78.19085987575107,77.05985642597666,76.58602999857887,85.02403359769191,0
121,82.94709027125795,82.5328082542593,69.19192769887313,94.32335249829084,94.29336143547613,85.19621494269005,100.6806349194006,89.03793909736288,99.94021222883812,87.52911136286482,92.11937260031463,84.9087615006634,86.52306027660514,87.25370677356736,87.8490590605052,89.79787311767723,98.16409803122652,93.02630709476969,89.60410965482656,91.92345990873702,1
122,79.54275162838148,87.91852338080614,84.01800216271842,100.94356329798441,97.11769980686749,90.61419017710449,96.24653770781642,93.78259545891198,100.64592000562037,102.82490638932009,83.9154134917607,94.18396170482288,93.79340955648708,96.04986104767076,89.77061746871279,89.20811490203803,87.6746315614304,85.5266769341048,60.984892556539926,85.7715168585467,0
123,89.30696020972808,86.2692990117346,83.19903782485622,89.00237490553098,80.3602124337547,89.667677613215,80.80342946222669,84.88916390368594,86.05333712265913,80.72898954569055,85.04769422035059,89.08714378690621,89.08309046325294,94.08317439725302,83.4527117221858,78.03504439087126,81.94489323687762,69.4030938339905,82.29497787261697,89.09242955508253,0
124,89.28214602751483,78.23587015744114,87.25958209517613,63.549493953608795,70.20416575174238,60.647763460645955,66.84463703615916,76.3266252696471,67.50332809947999,69.71260801548148,71.50428587588573,83.98997789612199,91.67899829090759,87.71711488349224,69.88771284260969,86.58867620630537,66.94993832082349,74.06356628419225,63.00117980404439,86.40224870594652,0
125,77.02462054110103,72.11274849213925,66.47662055331087,94.44354829294036,94.68767902214157,95.75727786937357,61.33549920170257,75.63520267537695,71.83927304721469,67.66399745945195,60.97909547106312,73.92853633295195,82.46478756874973,82.19600008700012,66.00948659301372,76.3013133710262,73.43078863129331,62.7407911593141,53.48604205569574,74.40111698842301,0
126,66.05182818987521,78.39569635962313,72.93335139671845,87.0609510782938,80.72344204188795,86.75891190892382,69.88350221376184,76.90352513395281,69.94891612555666,69.09221191673737,75.73054285720647,81.68605680740322,84.06535718361427,87.05255425855717,73.33095478610176,77.94293640130667,74.25724081698742,68.94104208862912,70.57630917673532,74.59935342278439,0
127,81.21120414956593,76.74565875711868,86.27572569754206,82.49239279984599,92.879796382284,91.5866139693816,74.86894037528829,63.3104687602287,78.99089887135696,81.6447360532884,89.06706723161577,86.6738469685463,71.73152626895063,74.33838144439939,88.68321306128078,71.5174495084259,84.2395330163816,81.04434336368605,87.03246544431633,96.74883902666242,0
128,69.05265728913629,62.354878312485006,54.97315150542241,58.82873434197403,73.1763502932315,71.20780196727972,75.29656398256667,67.664287154259,64.57958600955601,58.85526781771322,73.63489457037308,84.85220600503952,67.58775539159436,78.6983940064714,40.66255694289424,66.69408860042874,69.76686281197172,56.99235033561203,88.62192339103909,61.19150600210361,1
129,76.80982621233237,73.1623950669305,80.55169379655604,90.51979629776169,95.7654490059511,88.97378467260452,65.81898767389175,80.84537086324865,78.68141199062697,75.1593378241161,75.88717147330989,85.2125642821643,89.1841412196788,79.72039468114329,75.42705573275889,82.98345444448184,84.21203233908935,78.29384913500553,71.3610366056087,81.8195199133284,0
130,83.288440876979,85.32800767725836,87.45968418502994,89.884778207234,76.98527847340631,64.5009301314647,93.30426885760893,86.65672151591303,87.99648878563599,82.85045433437321,90.77487813033993,85.4776399029619,84.35082932131493,88.88601163519613,83.54375241393878,73.96941890631949,86.22614988805904,94.56919827008562,95.13350883817157,90.27792304414436,0
131,87.03808407887783,85.10876475757063,85.49504643099355,91.95973497363585,88.70370279225796,85.95861562405335,82.7388325310294,91.5027191642864,90.062719844609,83.132627963282,81.12248017032438,91.98660425971251,92.92321937410156,89.36333984473451,79.23176574734201,82.70258594101456,78.31734454309782,62.53919404873021,82.00317081456248,91.64917688568045,0
132,82.77554969559587,66.09424305313404,61.82024874767686,69.06538909818464,63.70868109451335,64.9398323783848,78.04945364888769,76.28233242977797,81.421860854418,81.66889839267952,82.57796806503274,76.70983598306893,86.90843415060661,82.58539655871537,86.60326714297966,86.02427977978427,88.03730913217936,88.29917273490196,80.58401590996674,83.66289335375478,0
133,83.80333201656676,78.35960837565709,79.90466443226306,92.12212793223459,87.57809958232494,88.57793414002353,93.06525152787,91.44657928474396,88.667115182822,84.11824237573093,84.78016734386209,87.18786085945608,87.17155311423807,84.64950256043826,83.74485763927629,79.94702484065073,88.77305201260022,84.5891641155902,87.30811052037191,93.36118873768767,0
134,87.3309634094551,69.01889240345157,87.14512498448185,89.31249732010667,80.58313624184214,82.3143327523363,91.28089518667751,96.61713161499391,87.31649213920002,72.09724224540341,93.53952222015528,94.30969899939035,92.1564827142225,96.98254552310075,99.83222054024202,92.6557895521452,95.46425045198605,95.92463422693541,91.3371288492137,91.46981825178734,0
135,66.12981747368663,58.51329694749491,71.00577419030915,76.3132589431858,77.78185004887962,79.76824742148395,73.8514146698305,70.35833818893502,73.67696762313946,76.05972638154294,77.1557665551211,69.29610937735752,69.14647984213987,69.9415451822084,80.8244388259332,68.93624616564544,83.83527132335801,81.08525953210585,58.821266280767745,67.01820380211079,0
136,39.14019987053192,61.416220185601595,41.19151526385796,64.4402011446564,57.59775678042281,47.75456461610011,67.00826447562096,61.69947818232489,73.65416875578228,62.24246045584346,58.40334882649485,62.149321498596095,46.42142498917592,46.15179343673847,78.15159000603309,70.67511451166831,33.58673065904735,55.835134165821415,56.938431585931816,43.634314840111905,1
137,45.63068038537803,45.67743437450404,56.800321548523996,64.35246133298376,34.91225227113871,39.88206205286836,64.81552611750908,49.86595194875868,77.46153011291885,61.46661629016601,71.6431170775612,68.86214544402611,58.5620703329144,31.04077530598405,59.79078520771224,51.67670625381363,45.236851967243744,52.88053946174254,56.37897582202302,50.77877189491647,0
138,62.60425002801237,61.358616239274426,66.61374976580875,74.5954745950931,67.86223603021085,74.34210853256367,61.664533291893385,63.21544807877392,69.72829298026707,67.34169367813907,63.67485382623217,70.14079327228164,65.73663675338435,66.60241964360942,63.65773763859416,56.04974893270546,66.57390172391436,69.23330495624788,45.514523315889406,63.35089603658948,0
139,48.96300707576611,63.676654946499355,60.384377072094146,41.76900435135799,39.82860568817487,62.62932325477729,61.38685669035539,56.87891217829091,74.50711309720312,68.18584366630319,65.24055648178978,62.28696610021351,58.2847682658741,58.27473816361104,59.325874558995,38.805189197096695,27.513307044664213,39.11334576667514,48.31435244450971,52.45461935685689,0
140,37.825850326659115,50.79835646019881,41.96293257612452,62.865952085543995,49.542214894064244,73.10899336522135,54.0930355450094,45.485192471012496,66.1538993227465,63.439432521831456,65.23810527048565,44.528706326524365,30.261720005367867,25.227590872890726,25.41311575097908,62.19715466085815,32.00653581335018,27.933271125249117,50.281164603252726,26.923145366137327,1
141,55.51714839882601,57.09359234702224,63.21983617747043,84.51432283978816,76.23143346143516,74.02523622454477,57.76863581415038,62.5083684747929,57.700912684265106,62.74676757281961,55.43004610968608,59.83899626594022,59.50012145151145,54.24880944591216,57.757085509677104,58.286947713532065,64.53120471872639,53.38028019753792,40.83369643963854,53.374708432874755,0
142,81.46741890264974,80.22084739100835,73.81729023914794,82.86844752239466,88.82816879943415,82.68558041157763,89.23063390816931,81.79556341799437,87.73375475020953,83.02780922013342,89.78577858787159,86.55843475456432,87.6198553889463,85.6148061254755,80.35553809406635,86.3906411989313,86.34072729264376,77.32187674007005,59.82339586533513,86.6834253875574,0
143,78.06937993277806,87.94293407450954,81.82420118103192,77.76843599860393,83.36170785283167,84.8963871360042,81.58784079309014,84.88781313063569,84.95363538202345,87.03794443500614,86.9678954372325,89.37150470299727,92.86690858008068,83.75568698718612,77.62169644246191,91.80188744854622,91.45097132556292,87.3941815213655,83.43652027327683,86.16195485360132,0
144,64.72998894568595,81.18061820531118,77.94890036967399,79.09265205993556,92.54475136526524,90.70714458210594,94.78750140004509,90.20385529203216,85.1536650696151,95.36662627918643,92.37256397365951,86.0016049427468,71.04643201452535,61.63717237383921,63.937914357510614,69.6093518113509,88.13893588955946,85.21201693415819,81.17679758692515,76.29406447038801,0
145,57.375275929661754,69.05708110946772,57.507781659501646,82.95946039167592,70.90387098872388,75.37821772112926,69.47407560521916,63.704092434262726,71.35316602486732,65.49917768232392,71.45832643482997,65.9821541096038,65.23559952279783,66.32282557979447,71.73350325728876,66.25544018501562,65.29887833282497,59.50924306165759,49.624693617058384,67.85248610295346,0
146,76.06911927484144,72.629132470993,77.76867429683995,91.11496350059332,77.37201283191166,83.73821316426684,79.02051555727361,69.50243387576496,81.91561327282963,82.09461835221799,80.54341996839472,82.44861533183112,83.79627031781118,71.16087163202484,80.18978135695524,91.81105587622444,76.01469711892473,75.37123763588694,76.55101178578387,83.27996543246593,1
147,62.23940637246731,54.98431761825192,53.355376910137046,86.15020192488487,69.66487373996156,82.11846035791534,57.30434951305568,60.870279482140006,55.27528495181542,60.420851542961906,55.59099248436022,57.71759147319486,60.708294448442544,57.76339479620787,52.94431687005051,58.31588113507291,47.0660432554268,49.41343998843522,36.35105387775785,63.35559599823431,0
148,81.71386260565967,77.59740617224622,72.32101272670819,77.54090596723134,87.237763738679,74.9335701602362,82.35795344733012,79.6369120472189,78.89992872797575,79.81954062570692,82.01354203772759,84.14274612466875,82.04950066892933,78.46747921674407,78.02497781963541,81.17800073639387,76.35240189515753,76.24448105624981,39.845122316104714,78.7815214464066,0
149,95.56895242696496,99.09170429523957,102.02058979252321,103.37048674116116,92.40333224979612,101.1916986142412,102.54451861639996,93.74266282429927,100.9423302709622,89.01690928953394,98.11990242834284,100.29765867829569,96.77158879632655,95.54123907562254,98.87826466516735,97.6783383493618,95.88004998726215,92.51794379985466,96.06906987331524,96.31674189354513,0
150,71.57635461048146,82.41092893098474,84.34069586760457,73.89490084503495,78.65297347031758,77.81596612376335,68.81048638770613,78.37502040363131,63.524614504553696,76.10447845643444,70.081807431168,85.97737545347331,78.13627645864624,73.00388917721733,68.33613546569978,46.2693713340099,69.33284021574853,79.80517669846422,18.52214971064888,71.1342869618516,0
151,73.99863519621688,82.7415067217058,73.7822310696782,78.58814338169029,82.02655675476545,78.87178850333933,87.5370229223209,72.12516358253231,86.63104261033035,89.87753188155443,86.06049592578981,73.88438575533594,72.73891635983989,82.81111560419895,82.13225754257789,60.612132281438605,47.536065422113,64.9571042199215,73.15566586402332,88.09337121865616,0
152,68.8608097245479,68.51475099146019,61.86678122253842,52.630369211985254,58.89237406675058,71.90491046591714,65.13715813403128,47.76492289855898,54.356037619810884,59.10955311317432,60.562098264986496,79.87556760894044,76.03021649944199,75.9484255812655,57.55537863669511,58.99183581928211,55.545594168176024,47.13510762020026,67.18471128831925,71.70004101360747,1
153,67.72213770539256,71.5110454607578,70.68262878512715,78.83552170910559,80.12844910936491,69.85059210941904,79.64533113829995,77.19105998708059,78.1028479128295,61.0219603456986,80.30332962626726,74.71598427970456,76.5629412934178,72.98072214664596,84.52027635363744,67.81644335382468,81.65759545497514,84.10733708943619,69.0626221372362,70.31149367118614,0
154,70.58236934413952,75.28457304938266,77.55177665412846,88.80202291235076,89.83757031610004,91.25885842251556,85.73504096202244,87.6865587330542,74.55584555988993,79.92190562085094,88.24868648606147,84.15831641838696,78.60599762168752,85.23828250062982,64.83232518945428,71.2911867649567,60.031928761060094,65.03149179374985,76.39588523983629,83.88397672299392,0
155,58.024257739743206,47.81878032394568,54.94365754103754,67.5686440031681,72.12096946707011,76.45506244185776,63.48119301148299,61.10036212090826,65.72118857338322,64.03097626371779,67.78645795070167,64.85157833732427,57.33543469128921,56.56530397410637,67.18551882513371,56.8546773161409,40.97904151543553,42.63373340157925,44.71909560382576,53.72929100249143,0
156,47.2952495891734,66.29032215604377,50.69725317475155,75.2669042934159,74.67797741810033,72.1320049194708,65.65460877495549,64.55448682219317,59.204717525563424,57.22933359896514,64.17382869349987,71.04261713595058,59.39798843481007,63.41457595567615,31.530533790682934,18.780866461704086,22.529108727918658,26.05628446959652,61.344207798601005,70.0796386112236,0
157,74.51223960405531,53.99756947714025,69.55803804613906,64.21919038934557,70.60233986347723,76.14289462634555,71.4672281323925,78.89146068434053,56.80576960446804,79.35806912015777,81.33380485237073,89.9300385994063,88.34034118250901,85.16998723321045,68.45549972882978,70.52949029133424,57.85607013525632,52.254589844421,85.64762969006811,83.9308709634913,0
158,16.89979042574333,16.43540667115233,18.8143537750614,69.98827617432029,78.38163396334674,65.81564428313706,75.15358838673028,39.669304033012644,78.5662854113819,75.37038445718814,70.55251630827819,39.00470739100496,37.657076189560684,47.07757150125036,71.67489852927062,30.908573069103543,58.19669761535122,56.3399586655984,62.70822374787223,42.24139595246429,0
159,83.02435439036805,71.90838732825536,72.40387863847472,80.21533686295928,79.56358758297526,85.52297509058073,71.47472768209997,86.28990468802105,81.84172055041634,76.6900146392187,94.58170380381156,88.79300748939951,92.90292940940105,86.04383846778978,85.2873822109667,84.430583503106,86.86045029057388,84.58473491272632,76.92437237450244,88.29839785138904,0
160,79.39163215924954,56.1872150667758,52.9794014900453,88.48062658792446,88.00685242319133,80.78042538479195,63.485104400103864,86.92442011979243,62.961855583426704,65.80757635234067,64.71879493904271,77.92344172413124,88.28602287439816,82.94415006514625,58.47239152731496,68.00453918274695,54.49167550706219,53.97236976692717,50.89410566139087,83.74353568788534,1
161,97.74711308815122,97.65690456690945,90.53170155522709,93.291298583495,79.91856778881457,88.94583763845688,88.06480265092921,94.2950109665265,89.32108796634212,86.20659435314344,94.75148151230951,93.55281678798836,79.64461613560769,83.85458601039588,87.59849035874758,90.22622989987451,91.81503690703386,90.34215343521177,88.31119204895953,90.80850735793341,0
162,73.91866861852263,77.45722404434896,82.46711059659074,93.7911737421381,74.97775589928565,77.99463205659212,88.5417325884107,71.58463527557967,79.18498127431448,87.02676484985015,92.43541310048815,86.9204112028582,79.78449126813919,83.37814245043644,83.70998425665891,70.0033691824952,72.05023093636457,63.8207689980518,71.93334360532131,84.3853010401881,0
163,48.864435621377076,48.523773351244,49.35140831440789,53.53345240353182,46.159972656242324,47.54918022014041,68.87674370101429,60.572538339902614,74.18386547306963,56.97428734214558,55.79619555581413,59.19061823162761,59.4184628664708,67.77578588320915,42.166074301312726,34.323747092465446,52.14623916964569,45.17696904982374,71.19483027748186,55.27648191961213,0
164,65.08327419112997,65.5328427154913,65.77461368359195,63.77036537567968,57.88662260122579,75.22948023950264,54.74838626569066,57.262328102628175,84.0444533484056,81.33145922562888,67.48687128640275,68.19018195884384,68.2236322250854,65.14700259658301,77.98067495209752,62.31856460106104,52.76371692193336,62.318899078736,69.61704044493545,75.32408588255528,0
165,80.08948107599875,69.28433102951611,70.7128821767759,73.01555988907971,76.40854928535771,76.24576043239979,79.22715287353049,79.68396999239202,80.12537136326486,75.99400770951344,67.65837864552921,83.78452470567645,79.47932993580179,82.46288777946081,80.65908176176292,78.00373486845591,77.50583128428654,76.85909948035848,78.67400479346418,85.29203196585208,0
166,70.1433639119943,70.94851963108306,49.87122007142918,57.15014870550532,48.439481769200675,69.72610591411123,51.299167347664024,64.33825927167379,53.07375788619583,49.38191517081343,59.1667635948745,69.14219186136347,65.66521573067833,48.58833785430956,65.64407188986533,70.35221564587293,58.53523046375928,56.80309488089046,63.33853069442276,65.25739035488499,0
167,62.59942473217872,70.07243835527134,51.98263161752767,55.22232814460643,47.39581637320652,67.28373197280511,56.78876932945017,64.89916516039332,57.373888307610656,43.634859606111185,55.34391443626139,68.4558692428804,70.09283689562118,52.02809500722385,68.2959897708615,69.25221978071829,51.7557428389357,56.50920841388356,59.95276368212368,65.01224942710883,0
